id,user_name,gender,comment,date
1319,Ситников Евсей Егорович,erkak,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-09-24
1320,Лука Ааронович Симонов,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-09-26
1321,Тетерин Дмитрий Иосипович,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-08-25
1322,Силин Андрей Всеволодович,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-08-13
1323,Васильев Модест Гордеевич,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-09-27
1324,Синклитикия Борисовна Стрелкова,erkak,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-10-03
1325,Гришина Зоя Игоревна,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2025-03-04
1326,Назар Еремеевич Бобров,erkak,Zo'r!,2024-09-07
1327,Александра Викторовна Большакова,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-10-07
1328,Владислав Валерьевич Гуляев,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-10-02
1329,Полина Сергеевна Боброва,erkak,Norozi,2024-06-09
1330,Маслов Евстигней Владиславович,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2025-03-08
1331,София Никифоровна Крылова,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-12-19
1332,Самойлов Моисей Филимонович,erkak,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-05-22
1333,Матвеева Оксана Аркадьевна,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-06-09
1334,Пономарева Фаина Владимировна,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-07-31
1335,Анжелика Семеновна Большакова,erkak,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-12-23
1336,Руслан Андреевич Кудрявцев,erkak,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-08-06
1337,Елена Васильевна Дроздова,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-05-08
1338,Азарий Евсеевич Макаров,erkak,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-08-20
1339,Полякова Алина Захаровна,erkak,Gap yo'q,2024-11-27
1340,Ульяна Максимовна Гусева,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-04-26
1341,Алевтина Валериевна Константинова,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2024-08-01
1342,Авксентий Адрианович Уваров,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2025-01-15
1343,Титова Вера Харитоновна,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-09-26
1344,Андрон Димитриевич Симонов,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-10-26
1345,Савина Маргарита Романовна,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-05-25
1346,Кондрат Артурович Миронов,erkak,Norozi,2025-04-13
1347,Макаров Вениамин Харламович,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2025-03-29
1348,Жукова Марфа Макаровна,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-03-11
1349,Никитина Галина Богдановна,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-07-19
1350,Морозов Тарас Даниилович,erkak,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2025-04-20
1351,Зайцев Юрий Бенедиктович,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2024-11-19
1352,Лазарева Евдокия Юльевна,ayol,Zo'r!,2024-08-26
1353,Панов Никифор Валентинович,erkak,Yaxshi,2024-12-10
1354,Ростислав Феликсович Колесников,erkak,"Hisobim bloklandi, yordam bering iltimos",2025-04-24
1355,Зимин Антонин Гордеевич,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2025-02-16
1356,Евгения Григорьевна Мартынова,ayol,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-08-01
1357,Туров Тит Юлианович,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2025-03-30
1358,Филиппов Юрий Архипович,erkak,Yaxshi,2024-12-29
1359,Степан Игнатьевич Дементьев,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-08-05
1360,Тамара Вениаминовна Карпова,erkak,Rahmat,2024-09-16
1361,Колобов Прокофий Гавриилович,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-10-27
1362,Евфросиния Афанасьевна Гурьева,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-07-01
1363,Ольга Макаровна Наумова,erkak,"Hisobim bloklandi, yordam bering iltimos",2025-01-02
1364,Марков Евдоким Викентьевич,erkak,Tezroq,2024-10-29
1365,Филиппова Оксана Яковлевна,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2025-01-26
1366,Воронцова Вероника Вячеславовна,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-08-02
1367,Марфа Николаевна Тимофеева,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-07-07
1368,Валерия Мироновна Цветкова,erkak,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-09-16
1369,Карпова Фаина Петровна,ayol,"Hisobim bloklandi, yordam bering iltimos",2024-08-01
1370,Елена Владимировна Андреева,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-12-12
1371,Екатерина Юрьевна Титова,erkak,Tezroq,2024-09-09
1372,Алла Артемовна Кудряшова,ayol,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2025-04-25
1373,Антонина Альбертовна Елисеева,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-06-06
1374,Лора Яковлевна Константинова,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2025-01-24
1375,Евфросиния Вячеславовна Кудряшова,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-07-10
1376,Гришин Ратибор Филатович,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-09-14
1377,Владислав Венедиктович Тарасов,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2025-01-24
1378,Пелагея Львовна Костина,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-11-13
1379,Моисеев Адам Ильясович,ayol,Gap yo'q,2024-08-27
1380,Князева Галина Оскаровна,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-08-14
1381,Лукина Александра Романовна,erkak,Yaxshi,2024-09-25
1382,Андреева Галина Мироновна,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2025-02-23
1383,Фролова Ирина Григорьевна,ayol,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-05-24
1384,Агафья Аркадьевна Мельникова,ayol,Zo'r!,2024-12-17
1385,Анжела Матвеевна Терентьева,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-05-04
1386,Раиса Матвеевна Васильева,erkak,"Hisobim bloklandi, yordam bering iltimos",2024-11-29
1387,Милен Ефимьевич Щербаков,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2024-05-29
1388,Гаврилов Пахом Давидович,ayol,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-06-05
1389,Дарья Ивановна Соболева,ayol,Rahmat,2024-10-30
1390,Абрамова Елизавета Эдуардовна,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-08-14
1391,Лебедева Фёкла Евгеньевна,erkak,Tezroq,2025-01-02
1392,Елизавета Аркадьевна Костина,ayol,Gap yo'q,2024-06-14
1393,Гущина Ираида Макаровна,ayol,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-07-13
1394,Игнатов Ростислав Богданович,ayol,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2025-01-24
1395,Анжелика Антоновна Никитина,ayol,Zo'r!,2025-01-25
1396,Потап Харлампьевич Наумов,erkak,Kechirasiz,2024-06-19
1397,Фока Адамович Емельянов,ayol,Zo'r!,2024-10-03
1398,Туров Евгений Алексеевич,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-08-06
1399,Матвеева Клавдия Егоровна,ayol,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-08-25
1400,Игнатий Филиппович Овчинников,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2024-07-02
1401,Матвей Ермилович Ковалев,ayol,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2025-04-15
1402,Ершов Филипп Гавриилович,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-08-09
1403,Родион Тарасович Соловьев,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-12-13
1404,Тимофей Ефимович Капустин,erkak,Zo'r!,2024-07-15
1405,Ипполит Ильич Самсонов,ayol,Zo'r!,2024-12-18
1406,Марк Феофанович Зимин,erkak,Norozi,2025-01-14
1407,Пимен Брониславович Медведев,ayol,Tezroq,2024-06-20
1408,Ксения Ильинична Артемьева,ayol,Yaxshi,2025-03-21
1409,Логинов Аполлон Георгиевич,ayol,Zo'r!,2025-04-01
1410,Мир Владиленович Антонов,erkak,Yaxshi,2025-01-20
1411,Белоусов Карл Демьянович,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-09-11
1412,Кудряшова Милица Архиповна,ayol,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2025-02-09
1413,Терентьев Сидор Денисович,ayol,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-09-14
1414,Мечислав Владиленович Поляков,ayol,Rahmat,2024-06-02
1415,Сила Богданович Третьяков,erkak,Norozi,2025-01-05
1416,Лавр Дорофеевич Дмитриев,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-09-21
1417,Дементьева Лукия Юрьевна,ayol,Gap yo'q,2024-06-19
1418,Галина Федоровна Чернова,ayol,Yaxshi,2024-07-22
1419,Савельев Викторин Адамович,ayol,Rahmat,2024-07-01
1420,Лидия Юрьевна Мухина,erkak,"Hisobim bloklandi, yordam bering iltimos",2024-05-30
1421,Копылова Евгения Николаевна,ayol,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-07-27
1422,Наина Вениаминовна Маркова,ayol,Zo'r!,2024-05-23
1423,Дарья Архиповна Казакова,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2025-04-09
1424,Сысоев Иларион Яковлевич,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-06-29
1425,Молчанова Юлия Болеславовна,ayol,Zo'r!,2024-07-08
1426,Ширяева Тамара Анатольевна,ayol,"Hisobim bloklandi, yordam bering iltimos",2024-12-06
1427,Носков Виссарион Фокич,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-05-24
1428,Гремислав Афанасьевич Яковлев,erkak,Yaxshi,2024-05-05
1429,Ермолай Геннадиевич Галкин,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-04-26
1430,Никон Игоревич Жданов,ayol,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-05-08
1431,Кудрявцева Дарья Олеговна,ayol,Rahmat,2024-11-04
1432,Архип Игнатович Рожков,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-12-29
1433,Ия Юльевна Афанасьева,erkak,Rahmat,2024-07-14
1434,Алевтина Евгеньевна Степанова,erkak,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-09-03
1435,Авдеева Кира Викторовна,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-09-02
1436,Остромир Абрамович Степанов,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-12-13
1437,Иванова Лидия Михайловна,erkak,Kechirasiz,2024-11-16
1438,Кондрат Гавриилович Дмитриев,ayol,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2025-01-01
1439,Осип Юлианович Павлов,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-09-14
1440,Остап Брониславович Матвеев,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-08-15
1441,Петрова Пелагея Егоровна,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-11-07
1442,Юдина Глафира Кузьминична,ayol,Norozi,2024-05-06
1443,Евсеева Зоя Наумовна,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-10-28
1444,Леонтий Еремеевич Матвеев,ayol,Rahmat,2024-10-03
1445,Октябрина Леоновна Власова,erkak,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2025-03-08
1446,Александра Никифоровна Моисеева,ayol,Zo'r!,2025-01-01
1447,Коновалов Порфирий Феоктистович,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-10-21
1448,Ульяна Богдановна Данилова,erkak,Rahmat,2024-04-26
1449,Амос Матвеевич Макаров,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2025-01-07
1450,Исай Филатович Щербаков,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-03-04
1451,Филиппова Татьяна Эльдаровна,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-09-24
1452,Софон Григорьевич Галкин,ayol,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-08-04
1453,Андроник Адрианович Галкин,erkak,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-10-31
1454,Всеслав Эдуардович Анисимов,erkak,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-12-17
1455,Дьячкова Евдокия Оскаровна,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2025-02-13
1456,Гуляева Евпраксия Тимуровна,ayol,Rahmat,2024-09-19
1457,Измаил Фадеевич Якушев,erkak,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-12-17
1458,Кононова Антонина Васильевна,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-01-15
1459,Осипов Николай Аверьянович,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2025-01-14
1460,Никифоров Остап Харлампович,ayol,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2025-02-03
1461,Маргарита Егоровна Гришина,erkak,"Hisobim bloklandi, yordam bering iltimos",2024-09-27
1462,Потап Чеславович Некрасов,erkak,"Hisobim bloklandi, yordam bering iltimos",2024-11-01
1463,Агафья Максимовна Веселова,erkak,Yaxshi,2024-08-04
1464,Фома Тарасович Кулагин,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2025-04-16
1465,Кира Георгиевна Агафонова,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-05-07
1466,Мстислав Ермилович Кудрявцев,erkak,Kechirasiz,2024-12-31
1467,Виссарион Игоревич Щербаков,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-08-10
1468,Трофим Гордеевич Сафонов,ayol,Kechirasiz,2024-08-31
1469,тов. Никонов Вацлав Юлианович,ayol,Yaxshi,2024-09-05
1470,Максимова Лора Сергеевна,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-07-04
1471,Гаврила Ильясович Королев,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2025-01-21
1472,Артемий Трифонович Орлов,erkak,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-08-06
1473,Самуил Данилович Орлов,ayol,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-05-18
1474,Гусева Октябрина Вячеславовна,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-11-26
1475,Ананий Филатович Соболев,erkak,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2025-04-19
1476,Фролова Вера Святославовна,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2025-04-21
1477,Веселов Силантий Валентинович,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-11-30
1478,Кириллова Людмила Борисовна,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-05-16
1479,Александра Ивановна Кошелева,ayol,Zo'r!,2024-12-07
1480,Виссарион Ааронович Владимиров,erkak,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-12-30
1481,Агата Ильинична Шарова,erkak,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-06-03
1482,Светлана Семеновна Блохина,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-12-14
1483,Котова Екатерина Федоровна,erkak,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-11-02
1484,Ольга Ниловна Королева,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-09-14
1485,Журавлев Влас Аверьянович,ayol,"Hisobim bloklandi, yordam bering iltimos",2024-06-26
1486,Савина Надежда Леоновна,erkak,Rahmat,2024-11-27
1487,Мокей Геннадиевич Савельев,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-12-23
1488,Эраст Виленович Русаков,erkak,Tezroq,2025-04-11
1489,Богданов Ермолай Феодосьевич,erkak,Kechirasiz,2024-08-15
1490,Селезнев Кондратий Брониславович,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2025-01-15
1491,Чернова София Николаевна,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2024-09-27
1492,Ефремов Олимпий Антонович,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2025-01-11
1493,Климент Герасимович Самойлов,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-10-22
1494,Беляев Радислав Устинович,ayol,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-11-29
1495,Олимпиада Петровна Сорокина,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2025-03-22
1496,Кононова Ольга Константиновна,erkak,Tezroq,2024-12-17
1497,Климент Феодосьевич Пахомов,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-12-06
1498,Эраст Филиппович Филиппов,erkak,Gap yo'q,2024-12-14
1499,Фёкла Семеновна Белозерова,ayol,Rahmat,2025-01-15
1500,Майя Оскаровна Николаева,ayol,Kechirasiz,2024-06-09
1501,Дементий Феодосьевич Кузьмин,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2025-01-05
1502,Константин Тихонович Зайцев,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-10-22
1503,Владимиров Ростислав Игнатович,ayol,Yaxshi,2024-06-03
1504,Элеонора Юрьевна Зуева,ayol,Norozi,2025-04-23
1505,Ипатий Арсеньевич Якушев,erkak,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-12-16
1506,Галактион Даниилович Соболев,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-04-27
1507,Полина Сергеевна Денисова,ayol,Norozi,2024-07-22
1508,Таисия Рубеновна Щукина,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2025-04-24
1509,Кира Кирилловна Федотова,ayol,Norozi,2024-09-16
1510,Гурьева Эмилия Юльевна,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-07-29
1511,Евфросиния Федоровна Давыдова,erkak,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2025-01-25
1512,Анжелика Игоревна Тихонова,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-07-24
1513,Щербакова Тамара Ильинична,erkak,Yaxshi,2024-12-07
1514,Лаврентий Теймуразович Иванов,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2025-04-09
